epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8611500263214111,0.32285186648368835,0.001,0.904449999332428,0.23440122604370117
1,0.8929874897003174,0.25676390528678894,0.001,0.9102749824523926,0.2206614464521408
2,0.8983749747276306,0.2444281429052353,0.001,0.911050021648407,0.21842941641807556
3,0.9022437334060669,0.2363840788602829,0.001,0.9105499982833862,0.21944035589694977
4,0.9035750031471252,0.23240092396736145,0.001,0.9131500124931335,0.21167172491550446
5,0.9055125117301941,0.22798581421375275,0.001,0.9148749709129333,0.20855505764484406
6,0.9063812494277954,0.22646403312683105,0.001,0.9132500290870667,0.21010541915893555
7,0.9065312743186951,0.22481262683868408,0.001,0.9154000282287598,0.2080570012331009
8,0.9071999788284302,0.22412782907485962,0.001,0.9156749844551086,0.2073298841714859
9,0.9083874821662903,0.22084809839725494,0.001,0.9154999852180481,0.20731937885284424
10,0.9093312621116638,0.2202969193458557,0.001,0.9145500063896179,0.207511305809021
11,0.909318745136261,0.21858960390090942,0.001,0.915024995803833,0.2059050351381302
12,0.91058748960495,0.21775251626968384,0.001,0.914775013923645,0.20724086463451385
13,0.9094625115394592,0.21712537109851837,0.001,0.9148499965667725,0.20684455335140228
14,0.910812497138977,0.21518906950950623,0.001,0.9166499972343445,0.20575596392154694
15,0.9108312726020813,0.21490536630153656,0.001,0.9163249731063843,0.2039184868335724
16,0.9107375144958496,0.21497133374214172,0.001,0.9158999919891357,0.20486599206924438
17,0.91201251745224,0.2141319364309311,0.001,0.9156249761581421,0.20505209267139435
18,0.9115250110626221,0.21305391192436218,0.001,0.9164000153541565,0.20501086115837097
19,0.9118437767028809,0.21250858902931213,0.001,0.9165499806404114,0.20302297174930573
20,0.9121249914169312,0.2125510722398758,0.001,0.9175500273704529,0.20184694230556488
21,0.9132437705993652,0.21149247884750366,0.001,0.9172999858856201,0.20394334197044373
22,0.9123937487602234,0.21120427548885345,0.001,0.9171000123023987,0.20240618288516998
23,0.9127374887466431,0.21104022860527039,0.001,0.9161999821662903,0.20478782057762146
24,0.9135249853134155,0.20981140434741974,0.001,0.9162999987602234,0.20553146302700043
25,0.9131374955177307,0.2098667025566101,0.001,0.9168000221252441,0.20289672911167145
26,0.9134374856948853,0.20941433310508728,0.001,0.9173750281333923,0.20234359800815582
27,0.9135312438011169,0.2091497778892517,0.001,0.9167500138282776,0.20429493486881256
28,0.9134250283241272,0.20883649587631226,0.001,0.9172000288963318,0.20204618573188782
29,0.9136937260627747,0.208220437169075,0.001,0.9176999926567078,0.20219404995441437
30,0.9131125211715698,0.2090161144733429,0.001,0.917074978351593,0.20255829393863678
31,0.9165562391281128,0.20337119698524475,0.000100000005,0.9191499948501587,0.19932472705841064
32,0.9165624976158142,0.20381112396717072,0.000100000005,0.9188500046730042,0.19923217594623566
33,0.9159250259399414,0.20310328900814056,0.000100000005,0.9193500280380249,0.19907203316688538
34,0.9165624976158142,0.20209702849388123,0.000100000005,0.9192249774932861,0.19915807247161865
35,0.9167500138282776,0.20188258588314056,0.000100000005,0.9192500114440918,0.19927753508090973
36,0.9167187213897705,0.20201869308948517,0.000100000005,0.9193000197410583,0.1989136040210724
37,0.9168000221252441,0.20152811706066132,0.000100000005,0.9190000295639038,0.19895464181900024
38,0.9171812534332275,0.200960174202919,0.000100000005,0.9189000129699707,0.1987532377243042
39,0.9161187410354614,0.2019423097372055,0.000100000005,0.9191250205039978,0.19886857271194458
40,0.91654372215271,0.2024562507867813,0.000100000005,0.9193249940872192,0.1990155130624771
41,0.9166874885559082,0.20175176858901978,0.000100000005,0.9192249774932861,0.19880373775959015
42,0.9161937236785889,0.2012307047843933,0.000100000005,0.9192000031471252,0.19892987608909607
43,0.9168562293052673,0.20043887197971344,0.000100000005,0.9194750189781189,0.1988648623228073
44,0.9171187281608582,0.20123429596424103,0.000100000005,0.9192249774932861,0.19876009225845337
45,0.9168687462806702,0.20092281699180603,0.000100000005,0.9196749925613403,0.1986209750175476
46,0.9178062677383423,0.19974637031555176,0.000100000005,0.9187999963760376,0.1987723708152771
47,0.9167187213897705,0.2005019336938858,0.000100000005,0.9190000295639038,0.19894596934318542
48,0.9164937734603882,0.20041301846504211,0.000100000005,0.918749988079071,0.1988643854856491
49,0.9178687334060669,0.19960081577301025,0.000100000005,0.9186750054359436,0.19886760413646698
50,0.9176375269889832,0.19928283989429474,0.000100000005,0.9191250205039978,0.19886291027069092
51,0.9178875088691711,0.1993209570646286,0.000100000005,0.9186000227928162,0.19902116060256958
52,0.9175500273704529,0.19983190298080444,0.000100000005,0.918749988079071,0.19879072904586792
53,0.9170312285423279,0.19987273216247559,0.000100000005,0.9189249873161316,0.19878517091274261
54,0.9170937538146973,0.19972319900989532,0.000100000005,0.9191750288009644,0.198733851313591
55,0.9175500273704529,0.199549600481987,0.000100000005,0.9190499782562256,0.19878478348255157
56,0.9183187484741211,0.19911225140094757,1.0000001e-05,0.9190750122070312,0.19883482158184052
57,0.9178875088691711,0.19926506280899048,1.0000001e-05,0.9190250039100647,0.19884270429611206
58,0.9172187447547913,0.19941379129886627,1.0000001e-05,0.9190750122070312,0.19885192811489105
59,0.9175062775611877,0.1997106373310089,1.0000001e-05,0.9190250039100647,0.19887810945510864
60,0.9183187484741211,0.19857382774353027,1.0000001e-05,0.9190499782562256,0.19889560341835022
61,0.9172187447547913,0.20010440051555634,1.0000001e-05,0.9190499782562256,0.19891463220119476
