epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8590458035469055,0.3048900067806244,0.001,0.8794166445732117,0.25353798270225525
1,0.8750166893005371,0.2626456320285797,0.001,0.8807500004768372,0.2497495412826538
2,0.8776749968528748,0.257343590259552,0.001,0.8830833435058594,0.24606749415397644
3,0.879420816898346,0.2532191276550293,0.001,0.8850499987602234,0.24242623150348663
4,0.8804625272750854,0.25034740567207336,0.001,0.8838333487510681,0.24277472496032715
5,0.8810374736785889,0.24982348084449768,0.001,0.8844166398048401,0.2411544770002365
6,0.8816708326339722,0.2480224072933197,0.001,0.8843833208084106,0.24182851612567902
7,0.8820375204086304,0.24714064598083496,0.001,0.885783314704895,0.2415575087070465
8,0.8823458552360535,0.24620233476161957,0.001,0.8863166570663452,0.23970361053943634
9,0.8826749920845032,0.2456400990486145,0.001,0.8858833312988281,0.23926419019699097
10,0.8828208446502686,0.2450096607208252,0.001,0.885366678237915,0.24162954092025757
11,0.8826416730880737,0.2441021353006363,0.001,0.8857666850090027,0.23959073424339294
12,0.8831083178520203,0.24405258893966675,0.001,0.8859166502952576,0.24016164243221283
13,0.8828791379928589,0.2441832721233368,0.001,0.8856333494186401,0.23842190206050873
14,0.8831708431243896,0.24334904551506042,0.001,0.885866641998291,0.2409847527742386
15,0.8838250041007996,0.24247556924819946,0.001,0.8862000107765198,0.23935014009475708
16,0.8836874961853027,0.2422221451997757,0.001,0.8858833312988281,0.23956991732120514
17,0.8841541409492493,0.2418886423110962,0.001,0.8864333629608154,0.2395927608013153
18,0.8845583200454712,0.24143068492412567,0.001,0.8864166736602783,0.2382451444864273
19,0.8844208121299744,0.2413199543952942,0.001,0.8859666585922241,0.23814602196216583
20,0.8847041726112366,0.24159768223762512,0.001,0.8857499957084656,0.2379375547170639
21,0.8846708536148071,0.24091403186321259,0.001,0.8863000273704529,0.2379252314567566
22,0.8842625021934509,0.2407006323337555,0.001,0.8862666487693787,0.2377612292766571
23,0.8846208453178406,0.24069342017173767,0.001,0.8856833577156067,0.2385963797569275
24,0.8848999738693237,0.23998118937015533,0.001,0.8858500123023987,0.23825855553150177
25,0.8853416442871094,0.2399922013282776,0.001,0.8861500024795532,0.2382146418094635
26,0.8848124742507935,0.23991839587688446,0.001,0.8858333230018616,0.2389482706785202
27,0.8847541809082031,0.23952631652355194,0.001,0.8862000107765198,0.23828862607479095
28,0.8855458498001099,0.23889577388763428,0.001,0.8861833214759827,0.2381267100572586
29,0.8852666616439819,0.2397441565990448,0.001,0.8862000107765198,0.23815664649009705
30,0.8858833312988281,0.23936422169208527,0.001,0.8865500092506409,0.23889291286468506
31,0.8851083517074585,0.23897205293178558,0.001,0.8862333297729492,0.23824751377105713
32,0.8857333064079285,0.2386261224746704,0.001,0.8863833546638489,0.23800301551818848
33,0.8866750001907349,0.2366074174642563,0.000100000005,0.8868833184242249,0.23605172336101532
34,0.8867250084877014,0.2359975129365921,0.000100000005,0.88673335313797,0.2358868420124054
35,0.8865208625793457,0.23545226454734802,0.000100000005,0.8865500092506409,0.23586775362491608
36,0.8868666887283325,0.23537497222423553,0.000100000005,0.8866666555404663,0.23586738109588623
37,0.8864499926567078,0.2355956733226776,0.000100000005,0.8864333629608154,0.23566849529743195
38,0.8871166706085205,0.23538422584533691,0.000100000005,0.8864666819572449,0.2356734722852707
39,0.886829137802124,0.23524995148181915,0.000100000005,0.8863833546638489,0.23579853773117065
40,0.8877833485603333,0.23460009694099426,0.000100000005,0.8862333297729492,0.23570582270622253
41,0.8867791891098022,0.23487772047519684,0.000100000005,0.8867499828338623,0.23572663962841034
42,0.8871666789054871,0.23484712839126587,0.000100000005,0.8863999843597412,0.23571889102458954
43,0.8873791694641113,0.23450715839862823,0.000100000005,0.8865833282470703,0.23571158945560455
44,0.8870416879653931,0.23462747037410736,0.000100000005,0.8865666389465332,0.23574349284172058
45,0.887333333492279,0.23474463820457458,0.000100000005,0.8864666819572449,0.23565532267093658
46,0.8872541785240173,0.2342764288187027,0.000100000005,0.8868499994277954,0.23567473888397217
47,0.8873416781425476,0.234363853931427,0.000100000005,0.8865000009536743,0.23561489582061768
48,0.887695848941803,0.23391975462436676,1.0000001e-05,0.8866833448410034,0.2356247901916504
49,0.8875333070755005,0.23441186547279358,1.0000001e-05,0.8866333365440369,0.23558875918388367
50,0.8876041769981384,0.23384861648082733,1.0000001e-05,0.8867166638374329,0.23560597002506256
51,0.8877041935920715,0.2346092164516449,1.0000001e-05,0.8866999745368958,0.23560093343257904
52,0.8870541453361511,0.23389649391174316,1.0000001e-05,0.8866000175476074,0.2355911284685135
53,0.8873666524887085,0.23463109135627747,1.0000001e-05,0.8865500092506409,0.23557503521442413
