epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8069375157356262,0.42055150866508484,0.001,0.8393999934196472,0.3682778775691986
1,0.8336062431335449,0.37700334191322327,0.001,0.8442999720573425,0.35568201541900635
2,0.8383749723434448,0.3661085069179535,0.001,0.7999250292778015,0.4461909532546997
3,0.8412437438964844,0.36093029379844666,0.001,0.838824987411499,0.368459552526474
4,0.8443937301635742,0.35536542534828186,0.001,0.7802000045776367,0.48100346326828003
5,0.8452625274658203,0.35210609436035156,0.001,0.8368250131607056,0.3620961308479309
6,0.846106231212616,0.3510383665561676,0.001,0.8451250195503235,0.3450012803077698
7,0.8482062220573425,0.34790435433387756,0.001,0.8532999753952026,0.33463990688323975
8,0.8494250178337097,0.3460243046283722,0.001,0.8452249765396118,0.35506772994995117
9,0.8495187759399414,0.34423336386680603,0.001,0.822825014591217,0.38788723945617676
10,0.8500312566757202,0.3438938856124878,0.001,0.8318750262260437,0.37909796833992004
11,0.851187527179718,0.3418959975242615,0.001,0.8535000085830688,0.3323209285736084
12,0.8517562747001648,0.3404667377471924,0.001,0.8505250215530396,0.3471510112285614
13,0.8521875143051147,0.33944231271743774,0.001,0.8515999913215637,0.3405361771583557
14,0.8517937660217285,0.3389631509780884,0.001,0.8575999736785889,0.32946720719337463
15,0.8520312309265137,0.3383100926876068,0.001,0.8040249943733215,0.4325504004955292
16,0.8539000153541565,0.3367755711078644,0.001,0.8553000092506409,0.33127865195274353
17,0.8533499836921692,0.3357038199901581,0.001,0.8252500295639038,0.3955942988395691
18,0.8543000221252441,0.3352430760860443,0.001,0.8533250093460083,0.3354743421077728
19,0.8547499775886536,0.3350350856781006,0.001,0.8450250029563904,0.34808099269866943
20,0.8542437553405762,0.33494019508361816,0.001,0.8536750078201294,0.3394123911857605
21,0.8543750047683716,0.3346129357814789,0.001,0.8440750241279602,0.3534165620803833
22,0.8535500168800354,0.3356679379940033,0.001,0.8577749729156494,0.33439427614212036
23,0.8544937372207642,0.33346229791641235,0.001,0.8510000109672546,0.3421767055988312
24,0.8548437356948853,0.33359000086784363,0.001,0.8584499955177307,0.3284761607646942
25,0.856056272983551,0.33259057998657227,0.001,0.8499500155448914,0.3404586613178253
26,0.8555124998092651,0.3327995836734772,0.001,0.859749972820282,0.3256971538066864
27,0.8560500144958496,0.3319094777107239,0.001,0.8587999939918518,0.3268059194087982
28,0.8551124930381775,0.33238086104393005,0.001,0.85732501745224,0.32972902059555054
29,0.85589998960495,0.33114686608314514,0.001,0.8515750169754028,0.33790308237075806
30,0.856181263923645,0.3309673070907593,0.001,0.8570500016212463,0.3309841752052307
31,0.8565937280654907,0.3307798206806183,0.001,0.8485999703407288,0.3488534092903137
32,0.8563937544822693,0.3304060399532318,0.001,0.8528249859809875,0.338443398475647
33,0.8562812209129333,0.3301524817943573,0.001,0.8550999760627747,0.3304266333580017
34,0.8566437363624573,0.32970690727233887,0.001,0.8479250073432922,0.34900963306427
35,0.8572437763214111,0.32845091819763184,0.001,0.8565750122070312,0.32961517572402954
36,0.8571812510490417,0.3290240168571472,0.001,0.8189499974250793,0.4228140711784363
37,0.8604124784469604,0.3224337697029114,0.000100000005,0.8630250096321106,0.31830811500549316
38,0.8601124882698059,0.3222830593585968,0.000100000005,0.8617749810218811,0.32052308320999146
39,0.860925018787384,0.32114923000335693,0.000100000005,0.861050009727478,0.3238650858402252
40,0.8603875041007996,0.3210146129131317,0.000100000005,0.86142498254776,0.3203633427619934
41,0.8611624836921692,0.3209064304828644,0.000100000005,0.8627499938011169,0.31818363070487976
42,0.8610812425613403,0.3204044997692108,0.000100000005,0.8618500232696533,0.31895607709884644
43,0.8607249855995178,0.32146501541137695,0.000100000005,0.8626000285148621,0.31790491938591003
44,0.861356258392334,0.3203757405281067,0.000100000005,0.8624749779701233,0.31956982612609863
45,0.8618687391281128,0.31932681798934937,0.000100000005,0.8625749945640564,0.3187146782875061
46,0.861299991607666,0.3201359808444977,0.000100000005,0.8626499772071838,0.31858259439468384
47,0.8608250021934509,0.3198707103729248,0.000100000005,0.8603249788284302,0.3225373923778534
48,0.8620937466621399,0.31981801986694336,0.000100000005,0.8626499772071838,0.3187923729419708
49,0.8615187406539917,0.319354772567749,0.000100000005,0.8623250126838684,0.3186119496822357
50,0.8624625205993652,0.3193827271461487,0.000100000005,0.8622249960899353,0.31897908449172974
51,0.8615624904632568,0.31982436776161194,0.000100000005,0.862500011920929,0.31869879364967346
